"word"
"정치인이"
"안철수님"
"말고"
"누가"
"있겠냐구"
"법안에"
"대해"
"국회에서"
"일을"
"할분은"
"안철수의원"
"뿐이다"
"안철수의원님"
"든든합니다"
"이런자를"
"대통령으로"
"만드는거야"
"이건국민이나"
"나라가"
"퇴보하는것이다"
"도리깡땜에"
"년을"
"낭비하다니"
"베스트"
"안철수"
"사람을"
"안뽑고"
"재명이"
"석렬이지지자들"
"니들이"
"류정치"
"주역이다"
"치고"
"입니다"
"과연"
"규제가"
"발전에"
"악영향일지"
"긍정적인"
"영향일지"
"이러한"
"규제가"
"있다고"
"해도"
"과연"
"발전을"
"인간이"
"규제하는게"
"가능할지"
"댓글들"
"쓰기전에"
"저게"
"무슨"
"법인지"
"조금이라도"
"찾아보지도"
"않고"
"댓글들"
"쓰시나요"
"뉴스도"
"사람들"
"수준에"
"맞춰서"
"설명을"
"해줘야지"
"인공지능"
"법이라고"
"말하면"
"사람들은"
"로봇을"
"생각하지"
"인공지능은"
"로봇이"
"아니라요"
"여기"
"유튜브의"
"추천"
"알고리즘같은"
"알고리즘을"
"말하는거에요"
"우리나라만"
"봐도"
"정치적으로"
"성별로"
"나뉘어지는"
"것들도"
"유튜브의"
"영향이"
"크다고"
"생각하는데"
"도입되고서도"
"있다가"
"정보보안법을"
"도입해놓고도"
"데이터"
"유출에"
"대해"
"심각하게"
"보지"
"않는"
"나라인데"
"인식이"
"정착되려면"
"걸리겠죠"
"이미"
"문제들"
"해결하기에는"
"한참"
"늦은"
"같고"
"유튜브만큼"
"정치인들이"
"개돼지들"
"가지고"
"놀기"
"쉬운"
"곳이"
"없으니"
"개인적으로"
"굉장히"
"중요한"
"법이라고"
"생각함"
"유럽에서"
"빅데이터"
"공부하는"
"학생"
"지나감"
"인간"
"형상을"
"규제하는"
"법안은"
"없는가"
"사람을"
"속이고로봇이"
"사람인냥"
"행동할수있는"
"시대인데"
"어기는"
"국가가"
"있으면"
"해당"
"국가의"
"벌금으로"
"내는"
"법안을"
"만들어야"
"하는덷"
"중국이"
"좋아할"
"기사네요"
"아무리"
"우리끼리"
"규제해"
"봤자"
"중국은"
"뒤에서"
"할거"
"다함"
"유럽은"
"미국에"
"뒤쳐지겠네"
"제발"
"그만"
"개발했으면"
"체널"
"통합"
"구독지원"
"추천"
"구글사랑"
"네이버기록"
"보전홍보"
"우리"
"인류는"
"스스로"
"파멸의길로"
"가려하는가"
"인공지능은"
"사람을"
"뛰어넘을수없다"
"자신을"
"깨우친사람에게는"
"인공지능은"
"마음이없다"
"철저한"
"팩트만"
"공략할뿐"
"올바른"
"인공지능은"
"마음을"
"넣어주어라"
"착한마음만"
"올바른마음만"
"입력시키고"
"그한해서"
"올바른일에만"
"생각할수있게"
"개발하면"
"세상은"
"한번더"
"발전하겠지"
"올바른일로"
"인공지능에"
"지식말고"
"마음을"
"넣는법을"
"올바른마음을넣는법"
"올바른일에만"
"지식을"
"찾을수있게"
"규제하고"
"올바른"
"마음을"
"못넣은"
"폐기하고"
"상용화"
"안하면되는것"
"규제는"
"마음이없는것이"
"문제"
"그렇다면"
"올바른마음을"
"입력"
"시키는게일"
"올바르지않는는"
"사무용으로만"
"쓸정도만개발후"
"진정한지구를위한는"
"올바른마음이"
"입력된"
"그럼"
"앞으로의"
"미래는"
"엄청난미래가될수도"
"금지시켜"
"결국"
"인간시대의"
"끝이"
"도래했구나"
"무섭다"
"이라"
"그런가"
"왜케"
"옛날"
"뉴스같냐"
"인간이"
"지배당하면"
"끝이라봐야지"
"사람처럼"
"감정을"
"표현하는"
"표정을"
"짓는"
"신기합니다"
"게다가"
"중간에"
"나오는"
"인공지능의"
"개발에"
"대하여"
"질문했을"
"눈을"
"찌푸리면서"
"위험성에"
"대하여"
"얘기하는"
"무서웠습니다"
"저도"
"경각심을"
"가지면서"
"개발에"
"임해야겠습니다"
"안철수"
"법안"
"발의"
"안철수"
"법안"
"발의"
"안철수를"
"지지하는"
"여러가지"
"이유중"
"하나가"
"국가에"
"필요한"
"사안을"
"위해"
"일해서"
"이다"
"정치혜안을"
"모든"
"분야에서"
"갖고계신"
"안철수의원님이"
"있어서"
"든든하고"
"좋네요"
"부지런하시고"
"똑똑하시고"
"선하신"
"안철수님"
"나라를"
"위해서"
"애써주심에"
"감사드려요"
"안철수"
"제일"
"좋아하는"
"정치인에서"
"지금은"
"제일"
"싫어하는"
"정치인"
"당신"
"한번에"
"선택"
"때문에"
"얼마나"
"많은"
"국민들이"
"고통"
"받는지"
"생각해"
"보세요"
"지금은"
"저사람"
"목소리만"
"들어도"
"치가"
"떨림"
"과학자어울리심"
"안철수"
"법안"
"발의"
"안철수"
"법안"
"발의"
"클라스가"
"다른"
"정치인"
"안철수의원님"
"존경하고"
"지지합니다"
"안철수는"
"도덕성과"
"청렴성을"
"겸비한"
"천재형"
"지도자"
"대한민국에"
"안철수라는"
"정치인이"
"있다는게"
"자랑스럽습니다"
"좋은"
"법안이네"
"딸딸이"
"치는"
"소리를"
"하네"
"친일파들"
"가정파괴범"
"피해자에"
"대한"
"재범을"
"공언하는"
"범죄자의"
"인권은"
"보호할"
"필요는"
"없겠지"
"다른"
"것들은"
"전문가들이"
"여론수렴"
"과정을"
"거쳐"
"결정해야겠지만"
"정치인"
"이십니다"
"안철수"
"의원님"
"우리나라"
"차산업"
"강국으로"
"만들어줄"
"유일한"
"정치인이시죠"
"차기"
"대통령은"
"안철수"
"찰쓰야"
"너때문에"
"죽을거"
"같아"
"니가"
"윤모지리랑"
"같이"
"퐁당하면"
"안되겠니"
"개뿔"
"철수야"
"쓰잘데없는"
"개소리"
"지껄이지말고손구락이나"
"짤라라"
"내용이"
"궁금하다면"
"이것땜에"
"하락한게아니고"
"외개관들의"
"압색사전정보로"
"공매패대기로"
"오므라이스집에서"
"혈서쓰고온듯"
"일본에"
"나라를"
"넘기겠네"
"독도는"
"절대로"
"주지"
"않았어"
"근데"
"다케시만가"
"뭔가하는"
"달라길래"
"줬어"
"대통령에"
"외국인이"
"많아"
"윤나카무라"
"너의나라인"
"인본에서"
"돌아오지"
"말아라"
"한국으로"
"귀화해라"
"받아줄게"
"검사들이"
"통치하는"
"나라에서"
"뉴스가나오네"
"이스라엘비파악기"
"이스라엘도"
"망했네"
"단합"
"해도"
"모자를"
"판에"
"팔레스타인이"
"좋아하겠구만"
"산업은행이"
"부산가냐"
"강원도"
"김진태는"
"한국은행이"
"강원도"
"와야한다던데"
