"title","description","comments"
"프랑스 하원, 연금개혁법안 심의 시작...마크롱, 연금개혁 이번엔 성공? #shorts  ㅣ 선재규 선임기자 ㅣ 워싱토니 외쿡뉴스 ㅣ 0208 굿모닝인포맥스","자세한 내용은 굿모닝인포맥스 라이브 스트리밍에서 확인하세요! https://youtube.com/live/Wn3Lq2XHENM?feature=share #주식 ...",""
"&quot;발의 법안 70% 계류&quot;...민생·안전 외면한 국회 / YTN","여야, 지난 대선 때 '스토킹처벌법' 보완 약속 스토킹처벌법 개정안 공방에 묻혀…법사위 계류 여야 139명, '정인이 사건' 진상조사 법안 ...","1년이 지났지만 나아진게 없음<br>경제는 매일 최악을 치닫고 있음. | 180석 머했냐 ㅋㅋㅋㅋㅋ<br>또 2024년 180석 암담하다 ㅋㅋㅋㅋㅋ | 20대로서 이런 정치권밑에서 살아야한다는게 한탄스럽다..여야를떠나 자기기득권을 지키려는 이들이 <br>이나라를 대표하는 국회의원이라니.. | 당쟁하느라정신없는데법안이문제인가?~^^ | 솔직히 방법이 없다. <br>정당정치제도 자체가 후진국형 정치임은 조선시대 붕당정치로 이미 증명된것.<br>그곳에 민의도 정의도 없다. 오직 권력을 향한 투쟁과 암투만 있을뿐.<br>왕권이 강력하던 조선초기엔 없었다가 왕권이 약화된 중기에 발원하여 나라를 말아먹기 시작했지..<br>딱..지금이 선조 시대를 보는것 같다. <br>전쟁을 일으키려는 일본 대신 북한이 존재하고 기축옥사의 정여립은 이재명? 정도 되려나..<br>남인과 서인은..뭐..<br>무튼.. 국가의 안보가 무너지고 정쟁만 일삼는 지금 정치권의 모습이 너무 닮아서 . 역사는 돌고 돈다고 했던가.."
"젊은 하원의원, AI센터 창립법안  ‘챗 GPT 작성 연설문 읽어’","Kmedicaltours.com 한국병원 검진 진료 예약 koreatravelsim.com 한국 심카드 Kshopinusa.com 한국 오픈마켓 웹사이트 USKN은 ...",""
"세계 최초로 채택된 유럽연합의 AI 규제 법안인 ‘유럽연합 AI법’","신한대학교 신종우 교수입니다. ""4차 산업혁명 시대, 인공지능과 에듀테크 기반의 스마트 교수법을 K에듀미래융합교육원을 통해 한국 ...",""
"미국 의회, AI에 관한 두 가지 법안 검토 #Shorts","https://www.reuters.com/technology/us-congress-consider-two-new-bills-artificial-intelligence-2023-06-08/?taid= ...",""
"안철수의원, AI관련법안 준비중","안철수의원, AI관련법안 준비중 *출처 전영신의 아침저널 https://youtu.be/l3os3hf8-vk #안철수 #국민의힘 #국회의원 #AI법안 #AI관련 ...","참 정치인 이십니다 | 안철수 의원님 우리나라 4차산업 강국으로 만들어줄 유일한 정치인이시죠 😊 차기 대통령은 안철수 !! | 찰쓰야~~ 너때문에 지금 죽을거 같아~~ 그냥 니가 윤모지리랑 같이 퐁당하면 안되겠니?? AI는 개뿔.. | 철수야 쓰잘데없는 개소리 지껄이지말고손구락이나 짤라라"
"유럽 CRMA 법안, 국내 2차전지 산업에 미칠 영향 | 경주마 #shorts","대한민국의 경제를 보세요! △빠르고 정확한 경제·증권 뉴스와 파트너스들의 분석진단을 24시간 전해드립니다. △구독좋아요 그리고 ...","내용이 궁금하다면<br><a href=""https://www.youtube.com/watch?v=tLYmO1mCILI"">https://youtu.be/tLYmO1mCILI</a> | 이것땜에 하락한게아니고 외개관들의 압색사전정보로 공매패대기로 ~~"
"#Shorts / &quot;배상 지급되면 논란 가라앉을 것&quot; 일본 측 우려 안심시킨 윤 대통령 (2023.03.15/뉴스데스크/MBC)","""배상 지급되면 논란 가라앉을 것"" 일본 측 우려 안심시킨 윤 대통령 (2023.03.15/뉴스데스크/MBC) / #Shorts #MBC #뉴스데스크 ...","돌 | 오므라이스집에서 혈서쓰고온듯<br>일본에 나라를 넘기겠네 | 독도는 절대로 주지 않았어. 근데 다케시만가 뭔가하는 섬 달라길래 줬어.. | 대통령에 외국인이 너무 많아 | 윤나카무라 너의나라인 인본에서 돌아오지 말아라"
"[자막뉴스] 입대한 제가 죄인인가요?...20대 남성 분노한 법안 / YTN","무소속 양정숙 의원은 병역 판정에서 4급을 받고 공공기관 등에서 근무하는 사회복무요원, 이른바 '공익'의 일탈 행위를 규제하기 위한 ...","양뭐시기? 이름도 없는게 똥싸네 | 남자든 여자든 군인이든 공익이든 민간인이든 상관없다. 다만 만약 남성이 비교적 체력이 낮은 여성을 배려해줬다면 여성도 강제로 조국에 헌신당하는 남성들의 입장도 생각해주라는 거다. | 차라리… 차아아아아라리… 출석안한 횟수만큼 +1일 내지 +2일 하는거면 그나마 괜찮겠는데… 대학교도 출석일수 채우려면 방학에 추가수업 시키잖아… | 국회의원이  무뇌 법안 제출 하면  여자라도 군대 식당에서 복무하기  ㅋ | 이스라엘은 양성평등 의무병역제도"
"[마켓맨] AI 규제 법안 채택...칼날은 &#39;MSFT·오픈AI&#39;로 &#39;반독점 타깃&#39; 되다 / 머니투데이방송 (증시, 증권)","12/11 굿모닝 6:00 글로벌 ▷이번주 FOMC 어떨까…증시 영향은? 고용보고서 기대 이상, 시장 견고·인플레 하강 선물시장, 내년 최소 ...",""
"여야 &quot;전세사기 대책 법안 27일 처리&quot; (2023.04.21/뉴스외전/MBC)","여당과 야 3당 정책위의장이 오늘 오전 국회에서 만나, 전세사기 피해 대책 관련 법안을 오는 27일 본회의에서 통과시키기로 합의 ...","정부와 국회의원들은 법을 허술하게 만들어놓고 오로지 서민들에게만 피해가 가는 구조가 되도록 일안하고 많은월급 받은 돈 토해내시기 바랍니다 | 사기맞은건 안타깝지만 그걸 또 모두 국민세금으로 하자고 하는건 억지 아닌가? 이태원때부터 너무 떼법쓰고 안 들어주면 정부 욕만 하는 것 같다 | 정부가 피해자들 소유의 주택을 헐값에 LH가 매입한다는 것은 도둑질입니다. 또한 피해자들을 도둑질한 집에 임대로 살라거나 돈있으면 추가로 돈을 들여 사라는게 말입 됩니까! | 난 월세  40년 살았다...전세자는  나보다  훨 좋은 것 아난가 ?<br>그런데  국민 혈세로 보상한다고  ? | 4년전 전세피해를 받았는데 왜 1인가구, 저소득층만 지원해주죠? 가족을 부양하는 유주택자라고 왜 지원을 못받는거죠? 콜센터라고 만들어놓고 담당부서도 없다고 하는데 도대체 뭘 지원한다는 건지? 피같이 번돈 전세금 못 받을 때 정신적 물리적 고통을 알기나 하는지? 계속지출되는 대출이자가 수년째 발생되는데 왜 유주택자도 엄연한 피해자인데 지원을 못 받는건지"
"국립 의학전문대학원 기사회생하나?..&quot;중점 법안 분류&quot; (2023.11.23/뉴스데스크/전주MBC)","지역사 채널의 동영상 링크(https://youtu.be/Y2nC12V24OY) #국립의학전문대 #법안 #전주MBC c MBC&iMBC 무단 전재, 재배포 및 ...",""
"유럽연합 인공지능법안② 쟁점과 의견 feat.유럽의회 | 자료같이읽어요★인공지능과 정보인권 세미나","자료같이읽어요 | 인공지능과 정보인권 세미나 by 정보인권연구소X진보네트워크센터XAPC 유럽연합 인공지능법안② 쟁점과 의견 ...",""
"&quot;발의 법안 70% 계류&quot;...민생·안전 외면한 국회 / YTN","여야, 지난 대선 때 '스토킹처벌법' 보완 약속 스토킹처벌법 개정안 공방에 묻혀…법사위 계류 여야 139명, '정인이 사건' 진상조사 법안 ...","굥같은 모지리통을 봐도<br>대통령제 선호여론이<br>압도적인 것은~~국회가....<br>오래된 윤석열이기 때문이다~~ | 다 짜르고 AI 도입하는 게 맞다 | 우리나라 국회의원 50%삭감해야돼 | 세비도 70프로 감봉... | 이재명 방탄하고 지들 밥그릇 챙기다가  나라 망치는 국개들은 다 잘라라!!!"
"돌아와요 부산항에 / #채널A #shorts","김건희 #김건희여사 #돌아와요부산항에 #부산엑스포 ○ 기사 보기 ▷채널A뉴스 구독 ...","🩷💚👏 | ❤️❤️❤️ | 💚💚💚 | 👏👏👏 | 👍👍👍"
"오늘 &#39;간호법&#39; 재표결‥법안 폐기 반복되나 (2023.05.30/930MBC뉴스)","오늘 국회 본회의에서는 간호법 제정안을 두고 여야가 재투표를 벌일 예정입니다. 하지만 여야 입장 차가 그대로여서 법안은 결국 폐기 ...","이게 대통령이 거부권 반사하면 끝나버리는구나..흑기사는없는건가.. | 응구사도 간호사 자격증 취득 할 수 있게 해주세요~ | 국힘 너그덜 두고보자! | 포퓰리즘과 거짖선동하는 민주당은 자기들표계산으로 말도안되는 법을 몰아부치다가..간호조무사등 반대표가 더많으니  말도안되는 법ㄹ 날치기 통과시키고..이제야 잘못했다고 폐기시킹것임..대통령은 다시 국회에 보냈으니..민주당니들이 니들이 만든법 니들이 폐기시키라하는것. | 코로나 다 끝나니까 간호사가 필요 없어졌나 보네요 ㅋㅋㅋㅋ 😂😂😂"
"잇따른 흉악 범죄에 &#39;가석방 없는 종신형&#39; 법안 발의 / YTN","잇따른 흉기 난동 사건에 대한 사회적 우려가 커진 가운데, 가석방 없는 종신형을 도입해 중대 흉악 범죄에 대한 처벌을 강화하는 내용 ...","민주당 180석이 자기네한테 이익 1도 없는 이런 국민의 안전을 위한 법안은 세월아네월아 처리안해주지. 공수법과 검수완박법, 임대차 3법 등은 일주일만에 패쓰~ | 정치인 사면권도 폐지해야 | 그대신 세금 많이 나갑니다 그건만 알고계세요 그리고 교도소 수감하는사람이 늘어나서 자리가 부족해서 교도소도 더 지어내야합니다 | 윤종신이 뭘잘못햇냐 왜 종신형종신형거리냐 | 사형제도가 있는데 왜 회피하는지 모르겠습니다 희생된 사람들의 안타까운 삶에 대해 무시하는 저런 법안은 미흡합니다 희생당한 사람은 사람대접도 못 받는건지 법안 발의 하신 분은 사형까지 구형 하도록 개정이 되었으면 합니다"
"전세사기 피해자, 정부여당 특별법안 반대 (2023.05.01/12MBC뉴스)","정부·여당이 내놓은 '전세사기 피해자 지원 및 주거 안정에 관한 특별법'에 대해, 전세 사기 피해자들이 반대 입장을 밝혔습니다.","저거 해줄거면 보이스피싱 특별법도 만들어서 보이스피싱 당한 사람들 피해금 선지급 해줘라 | 싫으면 너희들이스스로해결해라 | 그래도 20-30대 젊은 애들 전세사기 당한 건 너무 안타까워요. 사기꾼들에게 구상권을 청구하는 방식으로 정부에서 대책을 마련해주면 좋겠습니다. | 댓글들 보니. 완전 인간 쓰레기들 아니냐? 피해자들 조롱하고. 사기꾼 조직이 조직적으로 사기치는 걸, 피할 수 있다고? 입만 산 것들이지. | 선별해서 지원 해준다는데도 무조건 특별법 떼쓰면서 해줘라 하는 꼬라지 ㅋ"
"조희대 임명동의안 통과...거부권 법안 세 번째 부결 / YTN","[앵커] 조희대 대법원장 후보자에 대한 국회의 임명동의안이 21대 국회 정기국회의 마지막 본회의에서 통과됐습니다. 장기간 이어진 ...","민주당은 정상이고<br>다른 당은 비정상이라는 증거지 에혀<br>개짓거리 해도 뽑아주는 머저리 30%가 있으니 점점 더 썩어가는구나 | 더듬어노오란봉투당뭐하냐"
"세계최초 &quot; AI규제법 &quot; 탄생 유럽연합EU의 AI 규제법안 합의와 그 영향  22a641617ffd84k","",""
"&#39;정당한 생활지도는 아동학대 처벌 제외&#39; 법안 국회 통과 / YTN","무차별적인 아동학대 신고로부터 교사들을 보호하기 위해 교사의 정당한 생활지도와 교육활동은 아동학대로 처벌받지 않도록 하는 ...","아동학대, 교권침해, 학부모 갑질 행태는<br>대학, 학교 경쟁력에 악영향을 끼치지.<br>(인문학이 바로 서야 나라가 산다고 했는데 이유를 이제야 알겠음.)<br><br>정치교육, 생태교육도 굉장히 중요함. | 이제 아동학대, 교권침해, 학부모 갑질 행태에 대한 문제를 한 번에 해결하기 위한 교육시스템 방안을 연구해야 한다.<br><br>나는 놀이융합형 기반의 독서공동체문화가 활성화되어야 한다고 생각함.<br><br>책을 통해 학생, 학부모, 교사들이 소통해나감으로서 앞으로 어떻게 살 것인지, 어떻게 반성할 것인지, 어떻게 다짐할 것인지를 깨달아나가야 함.<br><br>우리나라에서 독서교육을 시킬 때 독후감, 숙제를 너무 강요하는 게 아닌가하는 생각이 듦.<br><br>세계의 다양한 선진국가에서 독서교육을 어떻게 체계적으로 시키는지를 알고 실천해 나가야 한다고 봄. (그래서 국제 지역학과는 중요함.)<br><br>책을 접하기 전에 중요한 첫 단계가 인문학 교육임.<br>(나는 인문학 공부를 할 때 주로 종이, 공책에다 메모해서 함.)<br><br>인문학교육혁신공동체 중심의 학교문화를 조성해야 하진 않을까.<br><br>한국도서십진분류에 속한 책들을 골고루 접하는게 중요함.<br><br>책, 인문학, 국제 지역학과는 교사, 학생, 학부모에게 아주 중요한 수단이라고 생각함.(일반인도 마찬가지.)<br><br>사회성, 인성, 민주시민리더십, 인문학적 사고감성을 길러서 학교수업, 회사근무 등 모든 일상생활에 어떻게 적응해나가야 할지 고민해야 함.<br><br>치료도 되고, 힐링도 되고.....<br>(다큐멘터리, 시사교양 TV프로도 책, 인문학, 국제 지역학이나 다름이 없음.)<br><br>교육, 훈육 방식을 책으로 해결해야함.<br>교육, 훈육 시스템의 기본핵심은 책, 인문학, 국제 지역학과와 TV 다큐멘터리, 시사교양 프로그램으로 튼튼히 쌓은 국민정서라고 생각함. | 맘충법 제정하는 게 더 효과있을 겁니다. | &#39;정당한&#39;의 기준은 무엇일까요? | 그래 일좀 해라 이것들아"
